,store_id,item_id,wm_yr_wk,sell_price
5752150,WI_2,HOUSEHOLD_2_179,11444,5.97
6563823,WI_3,FOODS_1_216,11338,4.74
224854,CA_1,HOUSEHOLD_1_439,11150,0.94
3659139,TX_2,HOUSEHOLD_2_015,11251,4.44
1832577,CA_3,FOODS_2_352,11149,11.54
1843686,CA_3,FOODS_3_002,11406,2.5
5626720,WI_2,HOUSEHOLD_1_143,11615,1.97
4616628,TX_3,FOODS_3_006,11407,7.88
1093228,CA_2,FOODS_1_117,11203,2.0
1736219,CA_3,FOODS_1_150,11337,4.74
4434961,TX_3,HOUSEHOLD_2_340,11217,5.0
563347,CA_1,FOODS_3_231,11311,4.98
6741211,WI_3,FOODS_3_381,11311,2.98
5514081,WI_2,HOBBIES_1_214,11425,9.88
6667169,WI_3,FOODS_3_054,11206,1.94
422784,CA_1,FOODS_2_009,11544,1.48
5285700,WI_1,FOODS_2_364,11409,2.66
5937043,WI_2,FOODS_2_269,11615,2.5
1134878,CA_2,FOODS_2_179,11534,4.97
3580229,TX_2,HOUSEHOLD_1_188,11417,3.98
5453607,WI_1,FOODS_3_766,11115,2.98
3283587,TX_1,FOODS_3_275,11615,2.56
2036254,CA_4,HOBBIES_1_028,11420,7.98
3298500,TX_1,FOODS_3_339,11222,0.88
785566,CA_2,HOBBIES_1_386,11101,5.68
2055789,CA_4,HOBBIES_1_118,11425,11.12
4433953,TX_3,HOUSEHOLD_2_335,11519,6.24
6826400,WI_3,FOODS_3_763,11347,3.48
751252,CA_2,HOBBIES_1_238,11233,5.94
3339619,TX_1,FOODS_3_518,11513,1.17
1241356,CA_2,FOODS_3_387,11112,2.84
756737,CA_2,HOBBIES_1_263,11340,4.97
191500,CA_1,HOUSEHOLD_1_285,11341,2.76
1348586,CA_3,HOBBIES_1_055,11127,7.44
5984413,WI_2,FOODS_3_101,11607,1.0
5779789,WI_2,HOUSEHOLD_2_294,11309,4.77
4039469,TX_2,FOODS_3_509,11412,1.98
2061950,CA_4,HOBBIES_1_147,11429,9.97
4774182,TX_3,FOODS_3_707,11605,1.28
4856052,WI_1,HOBBIES_1_248,11527,0.94
1909945,CA_3,FOODS_3_296,11526,2.0
1526078,CA_3,HOUSEHOLD_1_293,11448,12.47
2877262,TX_1,HOUSEHOLD_1_178,11440,4.47
1542131,CA_3,HOUSEHOLD_1_368,11405,8.48
1420137,CA_3,HOBBIES_1_372,11507,6.68
4936352,WI_1,HOUSEHOLD_1_028,11219,2.97
6275118,WI_3,HOUSEHOLD_1_003,11451,8.97
5330778,WI_1,FOODS_3_191,11442,1.0
5127654,WI_1,HOUSEHOLD_2_347,11204,9.47
3433302,TX_2,HOBBIES_1_108,11220,12.98
6823264,WI_3,FOODS_3_749,11422,1.74
5015852,WI_1,HOUSEHOLD_1_403,11126,4.28
5973445,WI_2,FOODS_3_051,11445,1.98
5982975,WI_2,FOODS_3_096,11149,4.28
5322284,WI_1,FOODS_3_149,11308,2.5
4308519,TX_3,HOUSEHOLD_1_324,11306,5.97
3993844,TX_2,FOODS_3_313,11413,1.88
4267123,TX_3,HOUSEHOLD_1_129,11113,3.78
3060151,TX_1,HOUSEHOLD_2_445,11617,5.97
2162037,CA_4,HOUSEHOLD_1_050,11620,3.97
3023055,TX_1,HOUSEHOLD_2_288,11243,3.97
1624821,CA_3,HOUSEHOLD_2_201,11138,5.97
4965283,WI_1,HOUSEHOLD_1_160,11410,9.97
2447344,CA_4,FOODS_2_052,11142,11.97
5278545,WI_1,FOODS_2_325,11310,1.14
6503901,WI_3,HOUSEHOLD_2_479,11552,5.94
920671,CA_2,HOUSEHOLD_1_439,11129,0.94
4498753,TX_3,FOODS_1_091,11236,2.38
1341400,CA_3,HOBBIES_1_023,11426,3.44
5119299,WI_1,HOUSEHOLD_2_309,11612,2.46
1203952,CA_2,FOODS_3_214,11323,1.0
1236147,CA_2,FOODS_3_362,11440,2.5
2786032,TX_1,HOBBIES_1_340,11537,7.98
6235258,WI_3,HOBBIES_1_399,11119,1.94
1906880,CA_3,FOODS_3_283,11621,2.98
6664615,WI_3,FOODS_3_040,11429,2.5
5128167,WI_1,HOUSEHOLD_2_349,11105,4.47
1288788,CA_2,FOODS_3_610,11247,1.98
5088663,WI_1,HOUSEHOLD_2_184,11307,1.96
939344,CA_2,HOUSEHOLD_1_525,11329,3.97
1512389,CA_3,HOUSEHOLD_1_222,11435,8.97
25954,CA_1,HOBBIES_1_113,11407,1.47
5729997,WI_2,HOUSEHOLD_2_084,11219,3.67
308607,CA_1,HOUSEHOLD_2_262,11329,4.97
3482021,TX_2,HOBBIES_1_324,11249,15.28
4227208,TX_3,HOBBIES_2_100,11127,0.77
484954,CA_1,FOODS_2_285,11302,3.48
3607678,TX_2,HOUSEHOLD_1_321,11546,2.97
1082656,CA_2,FOODS_1_073,11217,1.94
1687336,CA_3,HOUSEHOLD_2_461,11317,8.97
212529,CA_1,HOUSEHOLD_1_380,11514,4.57
433442,CA_1,FOODS_2_055,11430,2.75
2748750,TX_1,HOBBIES_1_178,11107,0.42
4194537,TX_3,HOBBIES_1_378,11102,3.24
2365847,CA_4,HOUSEHOLD_2_433,11542,6.27
3512912,TX_2,HOBBIES_2_035,11604,4.47
3639238,TX_2,HOUSEHOLD_1_468,11107,4.98
6312887,WI_3,HOUSEHOLD_1_174,11324,5.88
1677452,CA_3,HOUSEHOLD_2_422,11317,4.97
3801449,TX_2,FOODS_1_095,11512,4.27
1656090,CA_3,HOUSEHOLD_2_329,11122,2.97
1346381,CA_3,HOBBIES_1_044,11312,1.48
6197335,WI_3,HOBBIES_1_235,11420,12.98
4602261,TX_3,FOODS_2_338,11540,2.97
2082405,CA_4,HOBBIES_1_250,11402,4.88
5422124,WI_1,FOODS_3_618,11315,2.38
3562806,TX_2,HOUSEHOLD_1_112,11435,2.97
5692088,WI_2,HOUSEHOLD_1_454,11550,2.97
2211813,CA_4,HOUSEHOLD_1_287,11110,4.63
1095150,CA_2,FOODS_1_125,11542,5.28
4155121,TX_3,HOBBIES_1_206,11532,2.92
5156386,WI_1,HOUSEHOLD_2_466,11517,6.97
482063,CA_1,FOODS_2_273,11402,2.98
705369,CA_2,HOBBIES_1_029,11608,8.98
5117777,WI_1,HOUSEHOLD_2_303,11418,6.94
865693,CA_2,HOUSEHOLD_1_177,11337,7.5
3031050,TX_1,HOUSEHOLD_2_323,11446,3.97
5157313,WI_1,HOUSEHOLD_2_471,11102,2.97
4204662,TX_3,HOBBIES_1_421,11327,8.62
6477025,WI_3,HOUSEHOLD_2_366,11611,4.17
6642020,WI_3,FOODS_2_337,11224,6.28
3221787,TX_1,FOODS_3_004,11524,5.98
5524748,WI_2,HOBBIES_1_263,11327,4.97
5732115,WI_2,HOUSEHOLD_2_092,11423,5.94
2120071,CA_4,HOBBIES_1_418,11534,3.98
5606782,WI_2,HOUSEHOLD_1_055,11134,3.87
5798100,WI_2,HOUSEHOLD_2_373,11443,4.67
688515,CA_1,FOODS_3_784,11430,1.38
512638,CA_1,FOODS_3_006,11450,7.88
6306928,WI_3,HOUSEHOLD_1_146,11239,6.24
3229666,TX_1,FOODS_3_040,11351,2.5
6029980,WI_2,FOODS_3_306,11351,1.48
5202580,WI_1,FOODS_1_143,11319,1.97
5494389,WI_2,HOBBIES_1_121,11314,1.0
4897078,WI_1,HOBBIES_1_424,11133,1.77
1534191,CA_3,HOUSEHOLD_1_333,11338,2.73
813875,CA_2,HOBBIES_2_087,11610,0.97
3740030,TX_2,HOUSEHOLD_2_357,11216,8.24
5771381,WI_2,HOUSEHOLD_2_259,11243,6.47
6660785,WI_3,FOODS_3_022,11552,1.98
5060578,WI_1,HOUSEHOLD_2_062,11131,2.94
2480772,CA_4,FOODS_2_205,11244,2.98
4024929,TX_2,FOODS_3_449,11227,1.98
4604824,TX_3,FOODS_2_350,11408,4.98
1241385,CA_2,FOODS_3_387,11141,2.68
2687639,CA_4,FOODS_3_732,11611,2.18
3316164,TX_1,FOODS_3_414,11338,4.97
5880278,WI_2,FOODS_1_204,11517,0.98
2437737,CA_4,FOODS_2_009,11542,1.48
6527832,WI_3,FOODS_1_064,11152,2.54
6555994,WI_3,FOODS_1_183,11510,2.98
2365373,CA_4,HOUSEHOLD_2_431,11427,9.47
1580916,CA_3,HOUSEHOLD_2_011,11321,5.62
3676649,TX_2,HOUSEHOLD_2_090,11115,5.97
971494,CA_2,HOUSEHOLD_2_122,11326,6.97
6082033,WI_2,FOODS_3_540,11114,2.98
2687451,CA_4,FOODS_3_732,11232,1.94
6722484,WI_3,FOODS_3_299,11353,1.5
2742305,TX_1,HOBBIES_1_147,11534,9.97
4739057,TX_3,FOODS_3_547,11106,0.16
6350912,WI_3,HOUSEHOLD_1_356,11326,5.96
1717902,CA_3,FOODS_1_073,11142,1.94
2941419,TX_1,HOUSEHOLD_1_479,11320,7.52
2056427,CA_4,HOBBIES_1_122,11405,1.77
4557298,TX_3,FOODS_2_130,11450,1.58
1237255,CA_2,FOODS_3_368,11534,5.98
2622760,CA_4,FOODS_3_439,11445,2.98
2346874,CA_4,HOUSEHOLD_2_350,11346,2.94
6088161,WI_2,FOODS_3_567,11408,1.74
3767440,TX_2,HOUSEHOLD_2_472,11435,8.48
6231248,WI_3,HOBBIES_1_380,11139,1.64
3971487,TX_2,FOODS_3_218,11547,2.0
416525,CA_1,FOODS_1_203,11130,2.0
6262416,WI_3,HOBBIES_2_096,11232,2.77
6060328,WI_2,FOODS_3_443,11540,2.5
4184559,TX_3,HOBBIES_1_332,11606,7.88
2068932,CA_4,HOBBIES_1_183,11536,7.98
5561763,WI_2,HOBBIES_1_420,11531,5.74
3376519,TX_1,FOODS_3_682,11325,3.5
498619,CA_1,FOODS_2_342,11321,6.33
1361520,CA_3,HOBBIES_1_112,11201,2.68
2924888,TX_1,HOUSEHOLD_1_404,11328,2.74
1721393,CA_3,FOODS_1_087,11302,5.23
6371072,WI_3,HOUSEHOLD_1_446,11501,3.93
53137,CA_1,HOBBIES_1_238,11345,5.94
6533007,WI_3,FOODS_1_085,11138,0.98
3433380,TX_2,HOBBIES_1_108,11346,12.98
787603,CA_2,HOBBIES_1_396,11439,1.88
2936179,TX_1,HOUSEHOLD_1_456,11550,6.97
4587283,TX_3,FOODS_2_273,11607,2.5
2625818,CA_4,FOODS_3_452,11449,4.98
116370,CA_1,HOBBIES_2_089,11446,2.97
2583629,CA_4,FOODS_3_267,11208,1.98
1987926,CA_3,FOODS_3_641,11447,2.0
3391858,TX_1,FOODS_3_753,11523,5.44
3067596,TX_1,HOUSEHOLD_2_476,11509,3.97
580756,CA_1,FOODS_3_306,11443,1.58
5426266,WI_1,FOODS_3_637,11615,2.98
1482619,CA_3,HOUSEHOLD_1_085,11315,16.67
597702,CA_1,FOODS_3_380,11246,1.98
5207427,WI_1,FOODS_1_166,11405,2.24
2572797,CA_4,FOODS_3_221,11511,4.98
3078450,TX_1,FOODS_1_006,11348,2.24
5652002,WI_2,HOUSEHOLD_1_268,11118,7.97
1694896,CA_3,HOUSEHOLD_2_492,11602,5.92
1879647,CA_3,FOODS_3_163,11252,2.0
1425101,CA_3,HOBBIES_1_396,11248,1.88
5942715,WI_2,FOODS_2_299,11438,1.97
1672364,CA_3,HOUSEHOLD_2_398,11604,7.97
5642774,WI_2,HOUSEHOLD_1_218,11440,1.94
4023037,TX_2,FOODS_3_441,11208,6.48
281784,CA_1,HOUSEHOLD_2_150,11323,6.97
1126760,CA_2,FOODS_2_099,11601,2.0
4267544,TX_3,HOUSEHOLD_1_130,11544,6.42
2091547,CA_4,HOBBIES_1_293,11433,3.68
6639173,WI_3,FOODS_2_325,11611,1.25
2431870,CA_4,FOODS_1_203,11127,2.0
2169775,CA_4,HOUSEHOLD_1_086,11133,4.93
719173,CA_2,HOBBIES_1_089,11518,7.97
6240592,WI_3,HOBBIES_1_419,11314,5.98
5364771,WI_1,FOODS_3_348,11103,0.88
4512203,TX_3,FOODS_1_147,11344,5.03
637167,CA_1,FOODS_3_553,11618,2.56
3031812,TX_1,HOUSEHOLD_2_326,11318,5.94
3627587,TX_2,HOUSEHOLD_1_413,11423,17.92
2443269,CA_4,FOODS_2_033,11619,2.38
2536649,CA_4,FOODS_3_058,11501,1.98
5404554,WI_1,FOODS_3_534,11511,4.88
6726183,WI_3,FOODS_3_313,11502,1.88
354326,CA_1,HOUSEHOLD_2_455,11607,7.74
3069717,TX_1,HOUSEHOLD_2_485,11304,6.97
2598382,CA_4,FOODS_3_329,11608,2.98
347261,CA_1,HOUSEHOLD_2_428,11227,7.94
4417038,TX_3,HOUSEHOLD_2_262,11405,4.97
6081325,WI_2,FOODS_3_536,11619,2.98
4104972,TX_2,FOODS_3_807,11201,1.98
5407990,WI_1,FOODS_3_550,11522,2.98
3894480,TX_2,FOODS_2_280,11143,3.48
5368950,WI_1,FOODS_3_368,11429,5.98
3039263,TX_1,HOUSEHOLD_2_357,11134,8.24
2407370,CA_4,FOODS_1_094,11436,3.54
6738570,WI_3,FOODS_3_368,11517,5.98
2594939,CA_4,FOODS_3_315,11344,1.74
902708,CA_2,HOUSEHOLD_1_355,11535,7.98
6331890,WI_3,HOUSEHOLD_1_265,11535,4.46
4436970,TX_3,HOUSEHOLD_2_348,11602,6.42
3041918,TX_1,HOUSEHOLD_2_369,11328,6.47
3927859,TX_2,FOODS_3_025,11348,2.88
974192,CA_2,HOUSEHOLD_2_134,11611,5.94
1788284,CA_3,FOODS_2_159,11432,3.98
1451229,CA_3,HOBBIES_2_087,11352,0.97
2092277,CA_4,HOBBIES_1_296,11503,7.38
3596188,TX_2,HOUSEHOLD_1_267,11340,9.74
5445200,WI_1,FOODS_3_725,11347,2.88
1863633,CA_3,FOODS_3_094,11427,2.98
410869,CA_1,FOODS_1_178,11426,8.98
2965496,TX_1,HOUSEHOLD_2_044,11440,3.48
4158993,TX_3,HOBBIES_1_224,11448,3.97
5668781,WI_2,HOUSEHOLD_1_346,11518,3.94
4198558,TX_3,HOBBIES_1_396,11609,1.88
5187316,WI_1,FOODS_1_079,11444,8.28
5755688,WI_2,HOUSEHOLD_2_197,11249,3.97
3424458,TX_2,HOBBIES_1_069,11240,13.68
3123222,TX_1,FOODS_1_192,11621,2.24
1561381,CA_3,HOUSEHOLD_1_461,11343,0.97
2083350,CA_4,HOBBIES_1_255,11249,1.88
6257684,WI_3,HOBBIES_2_074,11140,3.97
6524879,WI_3,FOODS_1_051,11229,3.87
2943548,TX_1,HOUSEHOLD_1_489,11512,9.97
3840846,TX_2,FOODS_2_042,11539,2.18
1977931,CA_3,FOODS_3_592,11606,6.98
577811,CA_1,FOODS_3_294,11148,2.48
6617309,WI_3,FOODS_2_231,11305,2.5
4951477,WI_1,HOUSEHOLD_1_097,11224,3.97
2129508,CA_4,HOBBIES_2_042,11342,0.74
4518624,TX_3,FOODS_1_176,11250,3.24
4822581,WI_1,HOBBIES_1_094,11252,12.97
526207,CA_1,FOODS_3_068,11506,2.5
74638,CA_1,HOBBIES_1_329,11448,3.97
2790776,TX_1,HOBBIES_1_362,11439,9.98
2460726,CA_4,FOODS_2_113,11510,2.88
3611072,TX_2,HOUSEHOLD_1_337,11234,4.97
218214,CA_1,HOUSEHOLD_1_410,11302,4.47
3453571,TX_2,HOBBIES_1_200,11610,7.88
1021870,CA_2,HOUSEHOLD_2_334,11244,3.0
5806152,WI_2,HOUSEHOLD_2_409,11334,3.93
2927883,TX_1,HOUSEHOLD_1_417,11202,5.48
4378746,TX_3,HOUSEHOLD_2_098,11441,3.47
1969591,CA_3,FOODS_3_556,11615,2.56
2763390,TX_1,HOBBIES_1_245,11226,4.97
1504356,CA_3,HOUSEHOLD_1_184,11341,11.97
5124471,WI_1,HOUSEHOLD_2_332,11407,6.47
5962846,WI_2,FOODS_2_398,11546,2.43
6596349,WI_3,FOODS_2_139,11507,2.98
1108375,CA_2,FOODS_1_183,11601,2.98
4156381,TX_3,HOBBIES_1_212,11433,7.47
3205977,TX_1,FOODS_2_333,11214,3.28
3242251,TX_1,FOODS_3_097,11313,2.0
2536487,CA_4,FOODS_3_057,11435,2.88
4636195,TX_3,FOODS_3_096,11110,4.28
2494279,CA_4,FOODS_2_266,11422,9.46
4522293,TX_3,FOODS_1_192,11215,2.38
2306626,CA_4,HOUSEHOLD_2_177,11418,2.98
1265498,CA_2,FOODS_3_492,11450,2.98
2890568,TX_1,HOUSEHOLD_1_239,11530,3.97
5929319,WI_2,FOODS_2_230,11423,1.97
3131182,TX_1,FOODS_2_005,11502,3.94
3773127,TX_2,HOUSEHOLD_2_496,11511,1.48
6614198,WI_3,FOODS_2_219,11128,2.88
2307986,CA_4,HOUSEHOLD_2_184,11115,1.96
2060350,CA_4,HOBBIES_1_141,11342,15.48
4583949,TX_3,FOODS_2_256,11235,5.62
6808611,WI_3,FOODS_3_679,11432,3.88
2863398,TX_1,HOUSEHOLD_1_117,11507,7.97
5529041,WI_2,HOBBIES_1_281,11613,4.24
1253799,CA_2,FOODS_3_443,11531,2.5
1112102,CA_2,FOODS_1_199,11233,5.16
520465,CA_1,FOODS_3_042,11214,1.58
6166929,WI_3,HOBBIES_1_094,11441,12.97
5486917,WI_2,HOBBIES_1_087,11614,12.88
6242023,WI_3,HOBBIES_2_001,11120,5.47
5375158,WI_1,FOODS_3_397,11122,1.98
6136933,WI_2,FOODS_3_792,11618,1.0
4372416,TX_3,HOUSEHOLD_2_072,11439,2.58
2898004,TX_1,HOUSEHOLD_1_278,11529,5.97
4347366,TX_3,HOUSEHOLD_1_503,11128,0.97
5063184,WI_1,HOUSEHOLD_2_073,11549,20.97
110008,CA_1,HOBBIES_2_060,11353,0.97
6304289,WI_3,HOUSEHOLD_1_134,11547,4.23
5694589,WI_2,HOUSEHOLD_1_467,11446,11.97
1230306,CA_2,FOODS_3_333,11610,1.98
6163722,WI_3,HOBBIES_1_080,11421,0.58
1591615,CA_3,HOUSEHOLD_2_055,11137,8.97
5433021,WI_1,FOODS_3_668,11148,1.48
4000518,TX_2,FOODS_3_342,11119,1.25
6530301,WI_3,FOODS_1_074,11212,2.24
5246641,WI_1,FOODS_2_149,11315,7.26
3183719,TX_1,FOODS_2_236,11342,2.54
4560176,TX_3,FOODS_2_144,11120,2.48
1330008,CA_2,FOODS_3_802,11213,1.68
5135370,WI_1,HOUSEHOLD_2_378,11417,6.98
4282412,TX_3,HOUSEHOLD_1_197,11205,4.67
4792038,TX_3,FOODS_3_788,11151,3.78
5694083,WI_2,HOUSEHOLD_1_464,11428,9.47
1705884,CA_3,FOODS_1_023,11502,5.48
1500269,CA_3,HOUSEHOLD_1_167,11403,2.74
5948756,WI_2,FOODS_2_328,11552,4.42
3560924,TX_2,HOUSEHOLD_1_103,11318,4.64
4122464,TX_3,HOBBIES_1_055,11325,8.98
2515327,CA_4,FOODS_2_357,11143,1.97
5852603,WI_2,FOODS_1_085,11421,0.98
5039266,WI_1,HOUSEHOLD_1_508,11442,4.88
5002524,WI_1,HOUSEHOLD_1_340,11308,4.98
2028983,CA_3,FOODS_3_824,11133,2.48
4601903,TX_3,FOODS_2_337,11301,6.28
6796721,WI_3,FOODS_3_629,11214,5.64
701946,CA_2,HOBBIES_1_015,11523,0.7
3349472,TX_1,FOODS_3_562,11534,4.98
1198131,CA_2,FOODS_3_187,11318,2.5
2499545,CA_4,FOODS_2_290,11527,2.77
2599194,CA_4,FOODS_3_332,11601,1.98
4562415,TX_3,FOODS_2_154,11127,10.28
1394377,CA_3,HOBBIES_1_263,11134,4.97
152736,CA_1,HOUSEHOLD_1_104,11435,2.97
6653718,WI_3,FOODS_2_388,11514,2.98
1652321,CA_3,HOUSEHOLD_2_313,11440,1.97
3122968,TX_1,FOODS_1_192,11128,2.38
5183136,WI_1,FOODS_1_062,11611,4.27
3007551,TX_1,HOUSEHOLD_2_226,11318,6.97
3011330,TX_1,HOUSEHOLD_2_240,11509,4.97
5102075,WI_1,HOUSEHOLD_2_239,11333,1.24
3326504,TX_1,FOODS_3_461,11112,1.38
6822600,WI_3,FOODS_3_746,11442,1.98
6814605,WI_3,FOODS_3_710,11420,2.98
6092666,WI_2,FOODS_3_587,11534,2.48
6102488,WI_2,FOODS_3_634,11234,3.98
1553450,CA_3,HOUSEHOLD_1_423,11548,2.96
4022618,TX_2,FOODS_3_438,11327,1.0
162272,CA_1,HOUSEHOLD_1_146,11428,5.98
3109777,TX_1,FOODS_1_136,11121,3.97
5146796,WI_1,HOUSEHOLD_2_428,11311,7.94
3653498,TX_2,HOUSEHOLD_1_532,11451,2.48
1032286,CA_2,HOUSEHOLD_2_378,11325,7.0
578310,CA_1,FOODS_3_295,11604,0.8
229055,CA_1,HOUSEHOLD_1_460,11324,3.88
3089745,TX_1,FOODS_1_052,11246,0.98
3176720,TX_1,FOODS_2_206,11508,9.98
1836721,CA_3,FOODS_2_370,11352,4.97
6184218,WI_3,HOBBIES_1_173,11618,10.97
3326574,TX_1,FOODS_3_461,11230,1.38
3925713,TX_2,FOODS_3_015,11340,1.78
6347033,WI_3,HOUSEHOLD_1_338,11426,3.98
2425641,CA_4,FOODS_1_176,11144,2.97
4588945,TX_3,FOODS_2_281,11301,6.98
4206817,TX_3,HOBBIES_2_005,11428,4.47
3535429,TX_2,HOBBIES_2_137,11411,2.97
4946875,WI_1,HOUSEHOLD_1_076,11504,4.98
5379734,WI_1,FOODS_3_418,11234,3.98
5686794,WI_2,HOUSEHOLD_1_431,11450,7.48
3943994,TX_2,FOODS_3_098,11132,3.98
69631,CA_1,HOBBIES_1_309,11435,5.12
2497176,CA_4,FOODS_2_280,11401,3.97
5876162,WI_2,FOODS_1_187,11114,8.88
5337780,WI_1,FOODS_3_223,11244,1.98
4071096,TX_2,FOODS_3_654,11549,1.68
6332512,WI_3,HOUSEHOLD_1_269,11328,2.96
3229790,TX_1,FOODS_3_040,11618,2.56
3553810,TX_2,HOUSEHOLD_1_072,11120,7.98
2013201,CA_3,FOODS_3_755,11416,1.0
6505911,WI_3,HOUSEHOLD_2_487,11546,9.98
5389668,WI_1,FOODS_3_464,11520,3.48
1552499,CA_3,HOUSEHOLD_1_417,11542,5.48
6742203,WI_3,FOODS_3_385,11539,2.98
1524808,CA_3,HOUSEHOLD_1_287,11510,4.63
4485436,TX_3,FOODS_1_036,11435,1.78
6134482,WI_2,FOODS_3_782,11348,2.68
3395183,TX_1,FOODS_3_767,11545,0.94
2650782,CA_4,FOODS_3_565,11333,2.68
4696708,TX_3,FOODS_3_357,11613,3.64
6510200,WI_3,HOUSEHOLD_2_507,11327,6.97
2344166,CA_4,HOUSEHOLD_2_337,11615,6.77
1584422,CA_3,HOUSEHOLD_2_026,11145,3.97
1956357,CA_3,FOODS_3_495,11515,2.18
105645,CA_1,HOBBIES_2_042,11237,0.97
5616535,WI_2,HOUSEHOLD_1_097,11152,3.97
962072,CA_2,HOUSEHOLD_2_082,11605,5.92
6259219,WI_3,HOBBIES_2_080,11124,4.0
3347090,TX_1,FOODS_3_552,11425,1.98
2499374,CA_4,FOODS_2_289,11413,2.5
1466996,CA_3,HOUSEHOLD_1_009,11409,17.97
929934,CA_2,HOUSEHOLD_1_482,11336,3.38
2227346,CA_4,HOUSEHOLD_1_360,11110,3.97
6287864,WI_3,HOUSEHOLD_1_062,11240,4.98
6315640,WI_3,HOUSEHOLD_1_184,11341,11.97
4195415,TX_3,HOBBIES_1_381,11137,0.7
1158240,CA_2,FOODS_2_392,11210,4.98
3622749,TX_2,HOUSEHOLD_1_389,11350,0.94
1475534,CA_3,HOUSEHOLD_1_051,11401,2.66
5816256,WI_2,HOUSEHOLD_2_450,11201,9.47
4578522,TX_3,FOODS_2_230,11227,2.18
1394854,CA_3,HOBBIES_1_264,11520,4.47
2297374,CA_4,HOUSEHOLD_2_136,11612,4.87
4548823,TX_3,FOODS_2_084,11327,3.38
6110477,WI_2,FOODS_3_669,11518,0.75
3677107,TX_2,HOUSEHOLD_2_091,11606,8.97
1297613,CA_2,FOODS_3_652,11205,3.98
2705383,CA_4,FOODS_3_812,11407,2.88
1595231,CA_3,HOUSEHOLD_2_071,11530,5.97
6811019,WI_3,FOODS_3_692,11122,0.88
5818811,WI_2,HOUSEHOLD_2_461,11117,10.87
2646740,CA_4,FOODS_3_546,11436,5.98
213817,CA_1,HOUSEHOLD_1_387,11410,2.97
4258909,TX_3,HOUSEHOLD_1_092,11427,1.66
5205341,WI_1,FOODS_1_154,11615,1.5
4067947,TX_2,FOODS_3_640,11549,1.5
5001222,WI_1,HOUSEHOLD_1_334,11243,0.98
2644401,CA_4,FOODS_3_536,11205,2.58
6242029,WI_3,HOBBIES_2_001,11126,5.47
1876318,CA_3,FOODS_3_149,11537,2.5
2402237,CA_4,FOODS_1_073,11535,2.12
4087905,TX_2,FOODS_3_729,11430,3.98
3646910,TX_2,HOUSEHOLD_1_501,11534,3.96
2671922,CA_4,FOODS_3_662,11403,2.5
157244,CA_1,HOUSEHOLD_1_125,11112,5.72
1500200,CA_3,HOUSEHOLD_1_167,11239,2.98
2953087,TX_1,HOUSEHOLD_1_533,11327,4.88
657109,CA_1,FOODS_3_644,11333,1.58
1729262,CA_3,FOODS_1_121,11101,1.0
1108622,CA_2,FOODS_1_184,11613,1.0
1348367,CA_3,HOBBIES_1_053,11619,3.97
4137750,TX_3,HOBBIES_1_125,11540,11.73
1552353,CA_3,HOUSEHOLD_1_417,11301,5.48
867839,CA_2,HOUSEHOLD_1_186,11144,2.97
5589749,WI_2,HOBBIES_2_124,11248,0.23
3962464,TX_2,FOODS_3_180,11550,2.98
5255,CA_1,HOBBIES_1_022,11333,7.18
5283407,WI_1,FOODS_2_351,11604,2.98
517336,CA_1,FOODS_3_027,11541,2.0
6598805,WI_3,FOODS_2_150,11331,2.96
6181502,WI_3,HOBBIES_1_160,11427,20.38
4940388,WI_1,HOUSEHOLD_1_048,11229,2.84
6305645,WI_3,HOUSEHOLD_1_141,11112,1.78
4778299,TX_3,FOODS_3_725,11409,2.88
2324785,CA_4,HOUSEHOLD_2_253,11237,5.97
4034579,TX_2,FOODS_3_488,11449,3.98
375341,CA_1,FOODS_1_028,11601,2.98
2660948,CA_4,FOODS_3_611,11438,2.48
2576166,CA_4,FOODS_3_234,11517,0.2
1099105,CA_2,FOODS_1_142,11129,1.44
3050516,TX_1,HOUSEHOLD_2_407,11533,4.94
831527,CA_2,HOUSEHOLD_1_016,11508,4.88
5819015,WI_2,HOUSEHOLD_2_461,11512,9.97
2590430,CA_4,FOODS_3_297,11409,2.88
2244400,CA_4,HOUSEHOLD_1_439,11621,0.98
6047266,WI_2,FOODS_3_385,11240,2.98
910062,CA_2,HOUSEHOLD_1_388,11530,3.47
1685040,CA_3,HOUSEHOLD_2_452,11111,6.47
6342727,WI_3,HOUSEHOLD_1_319,11108,1.98
322924,CA_1,HOUSEHOLD_2_324,11326,14.26
1621681,CA_3,HOUSEHOLD_2_188,11414,7.24
6785084,WI_3,FOODS_3_574,11526,5.98
6785911,WI_3,FOODS_3_579,11446,1.98
6686849,WI_3,FOODS_3_142,11307,4.48
6319642,WI_3,HOUSEHOLD_1_203,11126,4.97
4573935,TX_3,FOODS_2_207,11506,7.98
4731530,TX_3,FOODS_3_511,11416,6.48
2232087,CA_4,HOUSEHOLD_1_379,11151,0.97
6576410,WI_3,FOODS_2_051,11218,2.5
3192214,TX_1,FOODS_2_275,11341,2.48
3779227,TX_2,FOODS_1_006,11123,1.97
6309278,WI_3,HOUSEHOLD_1_157,11245,4.47
868361,CA_2,HOUSEHOLD_1_188,11507,3.98
1733457,CA_3,FOODS_1_138,11531,2.68
5575142,WI_2,HOBBIES_2_057,11136,1.97
3199231,TX_1,FOODS_2_305,11503,8.96
1077353,CA_2,FOODS_1_050,11224,5.98
1539746,CA_3,HOUSEHOLD_1_359,11205,5.47
